"nmf_type","fixW","beta","addedCompW","noise","noise.lvl","Sample","F","P","R"
"NMFD","semi",5,2,"chatter",1,11,0.88,0.88,0.88
"NMFD","semi",5,2,"chatter",1,7,0.89,0.95,0.83
"NMFD","semi",5,2,"chatter",1,16,0.7,0.7,0.7
"NMFD","semi",5,2,"chatter",1,6,0.98,0.96,1
"NMFD","semi",5,2,"chatter",1,17,0.86,0.95,0.78
"NMFD","semi",5,2,"chatter",1,1,0.71,0.66,0.77
"NMFD","semi",5,2,"chatter",1,10,0.84,0.94,0.75
"NMFD","semi",5,2,"chatter",1,19,0.89,0.86,0.91
"NMFD","semi",5,2,"chatter",1,8,0.89,0.85,0.92
"NMFD","semi",5,2,"chatter",1,4,0.79,0.65,1
"NMFD","semi",5,2,"chatter",1,15,1,1,1
"NMFD","semi",5,2,"chatter",1,3,0.86,0.96,0.77
"NMFD","semi",5,2,"chatter",1,12,0.83,0.79,0.88
"NMFD","semi",5,2,"chatter",1,2,0.76,0.83,0.69
"NMFD","semi",5,2,"chatter",1,13,0.69,0.85,0.57
"NMFD","semi",5,2,"chatter",1,5,0.78,0.72,0.84
"NMFD","semi",5,2,"chatter",1,14,0.8,0.79,0.81
"NMFD","semi",5,3,"chatter",1,20,0.8,0.89,0.74
"NMFD","semi",5,3,"chatter",1,18,0.82,0.84,0.81
"NMFD","semi",5,3,"chatter",1,9,0.78,0.95,0.66
"NMFD","semi",5,3,"chatter",1,11,0.9,0.92,0.88
"NMFD","semi",5,3,"chatter",1,7,0.87,0.93,0.81
"NMFD","semi",5,3,"chatter",1,16,0.65,0.65,0.65
"NMFD","semi",5,3,"chatter",1,6,1,1,1
"NMFD","semi",5,3,"chatter",1,17,0.82,0.87,0.78
"NMFD","semi",5,3,"chatter",1,1,0.72,0.71,0.73
"NMFD","semi",5,3,"chatter",1,10,0.74,0.74,0.73
"NMFD","semi",5,3,"chatter",1,19,0.83,0.79,0.88
"NMFD","semi",5,3,"chatter",1,8,0.9,0.86,0.95
"NMFD","semi",5,3,"chatter",1,4,0.94,0.88,1
"NMFD","semi",5,3,"chatter",1,15,1,1,1
"NMFD","semi",5,3,"chatter",1,3,0.88,0.96,0.81
"NMFD","semi",5,3,"chatter",1,12,0.84,0.85,0.82
"NMFD","semi",5,3,"chatter",1,2,0.86,1,0.75
"NMFD","semi",5,3,"chatter",1,13,0.66,0.83,0.55
"NMFD","semi",5,3,"chatter",1,5,0.75,0.68,0.84
"NMFD","semi",5,3,"chatter",1,14,0.84,0.82,0.85
"NMFD","semi",5,4,"chatter",1,20,0.82,0.86,0.79
"NMFD","semi",5,4,"chatter",1,18,0.82,0.87,0.77
"NMFD","semi",5,4,"chatter",1,9,0.86,0.96,0.78
"NMFD","semi",5,4,"chatter",1,11,0.88,0.88,0.88
"NMFD","semi",5,4,"chatter",1,7,0.83,0.9,0.77
"NMFD","semi",5,4,"chatter",1,16,0.57,0.54,0.61
"NMFD","semi",5,4,"chatter",1,6,1,1,1
"NMFD","semi",5,4,"chatter",1,17,0.82,0.87,0.78
"NMFD","semi",5,4,"chatter",1,1,0.75,0.71,0.8
"NMFD","semi",5,4,"chatter",1,10,0.81,0.89,0.75
"NMFD","semi",5,4,"chatter",1,19,0.8,0.78,0.82
"NMFD","semi",5,4,"chatter",1,8,0.89,0.84,0.95
"NMFD","semi",5,4,"chatter",1,4,0.91,0.83,1
"NMFD","semi",5,4,"chatter",1,15,1,1,1
"NMFD","semi",5,4,"chatter",1,3,0.86,0.93,0.81
"NMFD","semi",5,4,"chatter",1,12,0.82,0.84,0.79
"NMFD","semi",5,4,"chatter",1,2,0.81,0.87,0.75
"NMFD","semi",5,4,"chatter",1,13,0.67,0.84,0.56
"NMFD","semi",5,4,"chatter",1,5,0.88,0.85,0.92
"NMFD","semi",5,4,"chatter",1,14,0.79,0.76,0.81
"NMFD","semi",5,5,"chatter",1,20,0.83,0.89,0.77
"NMFD","semi",5,5,"chatter",1,18,0.8,0.82,0.79
"NMFD","semi",5,5,"chatter",1,9,0.82,0.96,0.72
"NMFD","semi",5,5,"chatter",1,11,0.86,0.85,0.88
"NMFD","semi",5,5,"chatter",1,7,0.88,0.91,0.85
"NMFD","semi",5,5,"chatter",1,16,0.65,0.65,0.65
"NMFD","semi",5,5,"chatter",1,6,1,1,1
"NMFD","semi",5,5,"chatter",1,17,0.84,0.91,0.78
"NMFD","semi",5,5,"chatter",1,1,0.74,0.72,0.77
"NMFD","semi",5,5,"chatter",1,10,0.82,0.92,0.75
"NMFD","semi",5,5,"chatter",1,19,0.82,0.78,0.85
"NMFD","semi",5,5,"chatter",1,8,0.89,0.84,0.95
"NMFD","semi",5,5,"chatter",1,4,0.83,0.71,1
"NMFD","semi",5,5,"chatter",1,15,1,1,1
"NMFD","semi",5,5,"chatter",1,3,0.88,0.96,0.81
"NMFD","semi",5,5,"chatter",1,12,0.83,0.81,0.85
"NMFD","semi",5,5,"chatter",1,2,0.81,0.93,0.72
"NMFD","semi",5,5,"chatter",1,13,0.68,0.85,0.56
"NMFD","semi",5,5,"chatter",1,5,0.79,0.7,0.92
"NMFD","semi",5,5,"chatter",1,14,0.82,0.79,0.85
"NMFD","semi",6,0,"chatter",1,20,0.8,0.85,0.75
"NMFD","semi",6,0,"chatter",1,18,0.8,0.87,0.75
"NMFD","semi",6,0,"chatter",1,9,0.82,0.96,0.72
"NMFD","semi",6,0,"chatter",1,11,0.86,0.85,0.88
"NMFD","semi",6,0,"chatter",1,7,0.89,0.95,0.83
"NMFD","semi",6,0,"chatter",1,16,0.7,0.75,0.65
"NMFD","semi",6,0,"chatter",1,6,1,1,1
"NMFD","semi",6,0,"chatter",1,17,0.79,0.88,0.72
"NMFD","semi",6,0,"chatter",1,1,0.69,0.62,0.77
"NMFD","semi",6,0,"chatter",1,10,0.77,0.84,0.7
"NMFD","semi",6,0,"chatter",1,19,0.8,0.78,0.82
"NMFD","semi",6,0,"chatter",1,8,0.89,0.85,0.92
"NMFD","semi",6,0,"chatter",1,4,0.88,0.79,1
"NMFD","semi",6,0,"chatter",1,15,1,1,1
"NMFD","semi",6,0,"chatter",1,3,0.9,0.96,0.84
"NMFD","semi",6,0,"chatter",1,12,0.81,0.76,0.85
"NMFD","semi",6,0,"chatter",1,2,0.84,0.96,0.75
"NMFD","semi",6,0,"chatter",1,13,0.67,0.85,0.55
"NMFD","semi",6,0,"chatter",1,5,0.86,0.85,0.88
"NMFD","semi",6,0,"chatter",1,14,0.82,0.79,0.85
"NMFD","semi",6,1,"chatter",1,20,0.8,0.84,0.77
"NMFD","semi",6,1,"chatter",1,18,0.78,0.81,0.75
"NMFD","semi",6,1,"chatter",1,9,0.88,0.96,0.81
"NMFD","semi",6,1,"chatter",1,11,0.9,0.92,0.88
"NMFD","semi",6,1,"chatter",1,7,0.87,0.93,0.81
"NMFD","semi",6,1,"chatter",1,16,0.6,0.65,0.57
"NMFD","semi",6,1,"chatter",1,6,1,1,1
"NMFD","semi",6,1,"chatter",1,17,0.78,0.82,0.74
"NMFD","semi",6,1,"chatter",1,1,0.77,0.77,0.77
"NMFD","semi",6,1,"chatter",1,10,0.8,0.87,0.75
"NMFD","semi",6,1,"chatter",1,19,0.78,0.7,0.88
"NMFD","semi",6,1,"chatter",1,8,0.88,0.83,0.92
"NMFD","semi",6,1,"chatter",1,4,1,1,1
"NMFD","semi",6,1,"chatter",1,15,1,1,1
"NMFD","semi",6,1,"chatter",1,3,0.83,0.89,0.77
"NMFD","semi",6,1,"chatter",1,12,0.87,0.86,0.88
"NMFD","semi",6,1,"chatter",1,2,0.86,1,0.75
"NMFD","semi",6,1,"chatter",1,13,0.69,0.85,0.57
"NMFD","semi",6,1,"chatter",1,5,0.84,0.84,0.84
"NMFD","semi",6,1,"chatter",1,14,0.75,0.72,0.78
"NMFD","semi",6,2,"chatter",1,20,0.83,0.88,0.79
"NMFD","semi",6,2,"chatter",1,18,0.78,0.83,0.73
"NMFD","semi",6,2,"chatter",1,9,0.94,0.97,0.91
"NMFD","semi",6,2,"chatter",1,11,0.86,0.85,0.88
"NMFD","semi",6,2,"chatter",1,7,0.86,0.91,0.81
"NMFD","semi",6,2,"chatter",1,16,0.64,0.67,0.61
"NMFD","semi",6,2,"chatter",1,6,0.94,0.92,0.96
"NMFD","semi",6,2,"chatter",1,17,0.83,0.9,0.76
"NMFD","semi",6,2,"chatter",1,1,0.77,0.75,0.8
"NMFD","semi",6,2,"chatter",1,10,0.82,0.92,0.75
"NMFD","semi",6,2,"chatter",1,19,0.83,0.81,0.85
"NMFD","semi",6,2,"chatter",1,8,0.89,0.85,0.92
"NMFD","semi",6,2,"chatter",1,4,1,1,1
"NMFD","semi",6,2,"chatter",1,15,1,1,1
"NMFD","semi",6,2,"chatter",1,3,0.85,0.89,0.81
"NMFD","semi",6,2,"chatter",1,12,0.86,0.83,0.88
"NMFD","semi",6,2,"chatter",1,2,0.81,0.87,0.75
"NMFD","semi",6,2,"chatter",1,13,0.68,0.85,0.56
"NMFD","semi",6,2,"chatter",1,5,0.8,0.8,0.8
"NMFD","semi",6,2,"chatter",1,14,0.83,0.85,0.81
"NMFD","semi",6,3,"chatter",1,20,0.84,0.91,0.77
"NMFD","semi",6,3,"chatter",1,18,0.77,0.77,0.77
"NMFD","semi",6,3,"chatter",1,9,0.9,0.96,0.84
"NMFD","semi",6,3,"chatter",1,11,0.88,0.88,0.88
"NMFD","semi",6,3,"chatter",1,7,0.89,0.95,0.83
"NMFD","semi",6,3,"chatter",1,16,0.65,0.7,0.61
"NMFD","semi",6,3,"chatter",1,6,0.96,0.93,1
"NMFD","semi",6,3,"chatter",1,17,0.78,0.88,0.7
"NMFD","semi",6,3,"chatter",1,1,0.7,0.67,0.73
"NMFD","semi",6,3,"chatter",1,10,0.8,0.87,0.75
"NMFD","semi",6,3,"chatter",1,19,0.86,0.83,0.88
"NMFD","semi",6,3,"chatter",1,8,0.92,0.92,0.92
"NMFD","semi",6,3,"chatter",1,4,0.91,0.83,1
"NMFD","semi",6,3,"chatter",1,15,1,1,1
"NMFD","semi",6,3,"chatter",1,3,0.89,1,0.81
"NMFD","semi",6,3,"chatter",1,12,0.89,0.86,0.91
"NMFD","semi",6,3,"chatter",1,2,0.84,1,0.72
"NMFD","semi",6,3,"chatter",1,13,0.68,0.85,0.56
"NMFD","semi",6,3,"chatter",1,5,0.88,0.91,0.84
"NMFD","semi",6,3,"chatter",1,14,0.81,0.84,0.78
"NMFD","semi",6,4,"chatter",1,20,0.82,0.86,0.79
"NMFD","semi",6,4,"chatter",1,18,0.83,0.86,0.81
"NMFD","semi",6,4,"chatter",1,9,0.86,0.96,0.78
"NMFD","semi",6,4,"chatter",1,11,0.87,0.82,0.92
"NMFD","semi",6,4,"chatter",1,7,0.9,0.95,0.85
"NMFD","semi",6,4,"chatter",1,16,0.61,0.61,0.61
"NMFD","semi",6,4,"chatter",1,6,0.98,0.96,1
"NMFD","semi",6,4,"chatter",1,17,0.85,0.93,0.78
"NMFD","semi",6,4,"chatter",1,1,0.71,0.66,0.77
"NMFD","semi",6,4,"chatter",1,10,0.79,0.86,0.73
"NMFD","semi",6,4,"chatter",1,19,0.94,0.97,0.91
"NMFD","semi",6,4,"chatter",1,8,0.92,0.92,0.92
"NMFD","semi",6,4,"chatter",1,4,0.97,0.94,1
"NMFD","semi",6,4,"chatter",1,15,1,1,1
"NMFD","semi",6,4,"chatter",1,3,0.87,1,0.77
"NMFD","semi",6,4,"chatter",1,12,0.82,0.82,0.82
"NMFD","semi",6,4,"chatter",1,2,0.86,0.97,0.78
"NMFD","semi",6,4,"chatter",1,13,0.67,0.81,0.57
"NMFD","semi",6,4,"chatter",1,5,0.88,0.91,0.84
"NMFD","semi",6,4,"chatter",1,14,0.81,0.81,0.81
"NMFD","semi",6,5,"chatter",1,20,0.81,0.85,0.77
"NMFD","semi",6,5,"chatter",1,18,0.78,0.81,0.75
"NMFD","semi",6,5,"chatter",1,9,0.84,0.96,0.75
"NMFD","semi",6,5,"chatter",1,11,0.86,0.85,0.88
"NMFD","semi",6,5,"chatter",1,7,0.89,0.95,0.83
"NMFD","semi",6,5,"chatter",1,16,0.64,0.62,0.65
"NMFD","semi",6,5,"chatter",1,6,0.98,0.96,1
"NMFD","semi",6,5,"chatter",1,17,0.81,0.85,0.78
"NMFD","semi",6,5,"chatter",1,1,0.72,0.68,0.77
"NMFD","semi",6,5,"chatter",1,10,0.81,0.89,0.75
"NMFD","semi",6,5,"chatter",1,19,0.82,0.77,0.88
"NMFD","semi",6,5,"chatter",1,8,0.92,0.92,0.92
"NMFD","semi",6,5,"chatter",1,4,1,1,1
"NMFD","semi",6,5,"chatter",1,15,1,1,1
"NMFD","semi",6,5,"chatter",1,3,0.89,1,0.81
"NMFD","semi",6,5,"chatter",1,12,0.86,0.83,0.88
"NMFD","semi",6,5,"chatter",1,2,0.84,0.96,0.75
"NMFD","semi",6,5,"chatter",1,13,0.7,0.86,0.59
"NMFD","semi",6,5,"chatter",1,5,0.8,0.8,0.8
"NMFD","semi",6,5,"chatter",1,14,0.84,0.82,0.85
"NMF","adaptive",0,0,"ambient",1,20,0.55,0.43,0.77
"NMF","adaptive",0,0,"ambient",1,18,0.65,0.55,0.79
"NMF","adaptive",0,0,"ambient",1,9,0.39,0.28,0.62
"NMF","adaptive",0,0,"ambient",1,11,0.55,0.4,0.84
"NMF","adaptive",0,0,"ambient",1,7,0.39,0.34,0.46
"NMF","adaptive",0,0,"ambient",1,16,0.54,0.42,0.74
"NMF","adaptive",0,0,"ambient",1,6,0.59,0.42,0.96
"NMF","adaptive",0,0,"ambient",1,17,0.72,0.6,0.92
"NMF","adaptive",0,0,"ambient",1,1,0.8,0.7,0.93
"NMF","adaptive",0,0,"ambient",1,10,0.82,0.76,0.89
"NMF","adaptive",0,0,"ambient",1,19,0.46,0.33,0.79
"NMF","adaptive",0,0,"ambient",1,8,0.87,0.79,0.97
"NMF","adaptive",0,0,"ambient",1,4,0.81,0.68,1
"NMF","adaptive",0,0,"ambient",1,15,0.63,0.46,1
"NMF","adaptive",0,0,"ambient",1,3,0.93,1,0.87
"NMF","adaptive",0,0,"ambient",1,12,0.41,0.3,0.65
"NMF","adaptive",0,0,"ambient",1,2,0.64,0.64,0.64
"NMF","adaptive",0,0,"ambient",1,13,0.47,0.42,0.54
"NMF","adaptive",0,0,"ambient",1,5,0.81,0.76,0.88
"NMF","adaptive",0,0,"ambient",1,14,0.63,0.5,0.85
"NMF","adaptive",0,1,"ambient",1,20,0.5,0.35,0.87
"NMF","adaptive",0,1,"ambient",1,18,0.67,0.55,0.85
"NMF","adaptive",0,1,"ambient",1,9,0.52,0.4,0.72
"NMF","adaptive",0,1,"ambient",1,11,0.4,0.29,0.64
"NMF","adaptive",0,1,"ambient",1,7,0.51,0.39,0.77
"NMF","adaptive",0,1,"ambient",1,16,0.37,0.27,0.61
"NMF","adaptive",0,1,"ambient",1,6,0.58,0.41,0.96
"NMF","adaptive",0,1,"ambient",1,17,0.72,0.59,0.92
"NMF","adaptive",0,1,"ambient",1,1,0.61,0.52,0.73
"NMF","adaptive",0,1,"ambient",1,10,0.82,0.74,0.91
"NMF","adaptive",0,1,"ambient",1,19,0.62,0.47,0.91
"NMF","adaptive",0,1,"ambient",1,8,0.65,0.52,0.89
"NMF","adaptive",0,1,"ambient",1,4,0.68,0.54,0.93
"NMF","adaptive",0,1,"ambient",1,15,0.65,0.52,0.85
"NMF","adaptive",0,1,"ambient",1,3,0.85,1,0.74
"NMF","adaptive",0,1,"ambient",1,12,0.47,0.37,0.68
"NMF","adaptive",0,1,"ambient",1,2,0.8,0.7,0.92
"NMF","adaptive",0,1,"ambient",1,13,0.57,0.5,0.65
"NMF","adaptive",0,1,"ambient",1,5,0.73,0.7,0.76
"NMF","adaptive",0,1,"ambient",1,14,0.57,0.48,0.7
"NMF","adaptive",0,2,"ambient",1,20,0.53,0.38,0.91
"NMF","adaptive",0,2,"ambient",1,18,0.72,0.61,0.88
"NMF","adaptive",0,2,"ambient",1,9,0.47,0.39,0.59
"NMF","adaptive",0,2,"ambient",1,11,0.52,0.37,0.88
"NMF","adaptive",0,2,"ambient",1,7,0.47,0.36,0.65
"NMF","adaptive",0,2,"ambient",1,16,0.39,0.27,0.7
"NMF","adaptive",0,2,"ambient",1,6,0.47,0.33,0.8
"NMF","adaptive",0,2,"ambient",1,17,0.69,0.54,0.94
"NMF","adaptive",0,2,"ambient",1,1,0.65,0.55,0.8
"NMF","adaptive",0,2,"ambient",1,10,0.76,0.67,0.89
"NMF","adaptive",0,2,"ambient",1,19,0.48,0.35,0.76
"NMF","adaptive",0,2,"ambient",1,8,0.73,0.63,0.87
"NMF","adaptive",0,2,"ambient",1,4,0.55,0.41,0.8
"NMF","adaptive",0,2,"ambient",1,15,0.56,0.4,0.93
"NMF","adaptive",0,2,"ambient",1,3,0.86,0.84,0.87
"NMF","adaptive",0,2,"ambient",1,12,0.45,0.32,0.74
"NMF","adaptive",0,2,"ambient",1,2,0.77,0.66,0.92
"NMF","adaptive",0,2,"ambient",1,13,0.66,0.61,0.72
"NMF","adaptive",0,2,"ambient",1,5,0.67,0.75,0.6
"NMF","adaptive",0,2,"ambient",1,14,0.51,0.42,0.63
"NMF","adaptive",0,3,"ambient",1,20,0.45,0.32,0.74
"NMF","adaptive",0,3,"ambient",1,18,0.67,0.53,0.88
"NMF","adaptive",0,3,"ambient",1,9,0.49,0.36,0.75
"NMF","adaptive",0,3,"ambient",1,11,0.51,0.36,0.84
"NMF","adaptive",0,3,"ambient",1,7,0.51,0.39,0.73
"NMF","adaptive",0,3,"ambient",1,16,0.3,0.21,0.57
"NMF","adaptive",0,3,"ambient",1,6,0.49,0.33,0.96
"NMF","adaptive",0,3,"ambient",1,17,0.7,0.56,0.92
"NMF","adaptive",0,3,"ambient",1,1,0.75,0.71,0.8
"NMF","adaptive",0,3,"ambient",1,10,0.74,0.62,0.91
"NMF","adaptive",0,3,"ambient",1,19,0.55,0.4,0.85
"NMF","adaptive",0,3,"ambient",1,8,0.74,0.65,0.84
"NMF","adaptive",0,3,"ambient",1,4,0.74,0.61,0.93
"NMF","adaptive",0,3,"ambient",1,15,0.58,0.41,1
"NMF","adaptive",0,3,"ambient",1,3,0.78,0.91,0.68
"NMF","adaptive",0,3,"ambient",1,12,0.6,0.43,1
"NMF","adaptive",0,3,"ambient",1,2,0.7,0.6,0.86
"NMF","adaptive",0,3,"ambient",1,13,0.54,0.47,0.65
"NMF","adaptive",0,3,"ambient",1,5,0.71,0.74,0.68
"NMF","adaptive",0,3,"ambient",1,14,0.61,0.48,0.85
"NMF","adaptive",0,4,"ambient",1,20,0.49,0.36,0.74
"NMF","adaptive",0,4,"ambient",1,18,0.69,0.57,0.87
"NMF","adaptive",0,4,"ambient",1,9,0.3,0.31,0.28
"NMF","adaptive",0,4,"ambient",1,11,0.56,0.43,0.8
"NMF","adaptive",0,4,"ambient",1,7,0.56,0.43,0.79
"NMF","adaptive",0,4,"ambient",1,16,0.6,0.49,0.78
"NMF","adaptive",0,4,"ambient",1,6,0.37,0.24,0.84
"NMF","adaptive",0,4,"ambient",1,17,0.73,0.62,0.88
"NMF","adaptive",0,4,"ambient",1,1,0.66,0.57,0.77
"NMF","adaptive",0,4,"ambient",1,10,0.53,0.47,0.59
"NMF","adaptive",0,4,"ambient",1,19,0.67,0.56,0.82
"NMF","adaptive",0,4,"ambient",1,8,0.69,0.57,0.89
"NMF","adaptive",0,4,"ambient",1,4,0.74,0.61,0.93
"NMF","adaptive",0,4,"ambient",1,15,0.63,0.46,0.96
"NMF","adaptive",0,4,"ambient",1,3,0.82,0.92,0.74
"NMF","adaptive",0,4,"ambient",1,12,0.66,0.5,0.97
"NMF","adaptive",0,4,"ambient",1,2,0.43,0.38,0.5
"NMF","adaptive",0,4,"ambient",1,13,0.58,0.52,0.65
"NMF","adaptive",0,4,"ambient",1,5,0.54,0.43,0.72
"NMF","adaptive",0,4,"ambient",1,14,0.58,0.48,0.74
"NMF","adaptive",0,5,"ambient",1,20,0.49,0.35,0.87
"NMF","adaptive",0,5,"ambient",1,18,0.71,0.6,0.87
"NMF","adaptive",0,5,"ambient",1,9,0.59,0.47,0.78
"NMF","adaptive",0,5,"ambient",1,11,0.54,0.39,0.88
"NMF","adaptive",0,5,"ambient",1,7,0.5,0.44,0.56
"NMF","adaptive",0,5,"ambient",1,16,0.34,0.24,0.61
"NMF","adaptive",0,5,"ambient",1,6,0.44,0.3,0.8
"NMF","adaptive",0,5,"ambient",1,17,0.7,0.6,0.84
"NMF","adaptive",0,5,"ambient",1,1,0.73,0.67,0.8
"NMF","adaptive",0,5,"ambient",1,10,0.64,0.53,0.8
"NMF","adaptive",0,5,"ambient",1,19,0.66,0.55,0.82
"NMF","adaptive",0,5,"ambient",1,8,0.72,0.65,0.82
"NMF","adaptive",0,5,"ambient",1,4,0.76,0.64,0.93
"NMF","adaptive",0,5,"ambient",1,15,0.7,0.54,1
"NMF","adaptive",0,5,"ambient",1,3,0.88,0.93,0.84
"NMF","adaptive",0,5,"ambient",1,12,0.67,0.51,1
"NMF","adaptive",0,5,"ambient",1,2,0.73,0.61,0.92
"NMF","adaptive",0,5,"ambient",1,13,0.53,0.45,0.65
"NMF","adaptive",0,5,"ambient",1,5,0.73,0.75,0.72
"NMF","adaptive",0,5,"ambient",1,14,0.56,0.43,0.81
"NMF","fixed",Inf,0,"ambient",1,20,0.74,0.64,0.89
"NMF","fixed",Inf,0,"ambient",1,18,0.67,0.64,0.71
"NMF","fixed",Inf,0,"ambient",1,9,0.94,0.97,0.91
"NMF","fixed",Inf,0,"ambient",1,11,0.82,0.81,0.84
"NMF","fixed",Inf,0,"ambient",1,7,0.73,0.76,0.71
"NMF","fixed",Inf,0,"ambient",1,16,0.68,0.56,0.87
"NMF","fixed",Inf,0,"ambient",1,6,0.69,0.53,1
"NMF","fixed",Inf,0,"ambient",1,17,0.74,0.71,0.78
"NMF","fixed",Inf,0,"ambient",1,1,0.7,0.7,0.7
"NMF","fixed",Inf,0,"ambient",1,10,0.9,0.97,0.84
"NMF","fixed",Inf,0,"ambient",1,19,0.85,0.79,0.91
"NMF","fixed",Inf,0,"ambient",1,8,0.94,0.9,0.97
"NMF","fixed",Inf,0,"ambient",1,4,0.94,0.88,1
"NMF","fixed",Inf,0,"ambient",1,15,0.69,0.53,1
"NMF","fixed",Inf,0,"ambient",1,3,0.87,1,0.77
"NMF","fixed",Inf,0,"ambient",1,12,0.67,0.52,0.94
"NMF","fixed",Inf,0,"ambient",1,2,0.78,0.89,0.69
"NMF","fixed",Inf,0,"ambient",1,13,0.61,0.68,0.56
"NMF","fixed",Inf,0,"ambient",1,5,0.88,0.88,0.88
"NMF","fixed",Inf,0,"ambient",1,14,0.77,0.7,0.85
"NMF","fixed",Inf,1,"ambient",1,20,0.73,0.62,0.91
"NMF","fixed",Inf,1,"ambient",1,18,0.72,0.68,0.75
"NMF","fixed",Inf,1,"ambient",1,9,0.95,0.97,0.94
"NMF","fixed",Inf,1,"ambient",1,11,0.91,0.86,0.96
"NMF","fixed",Inf,1,"ambient",1,7,0.67,0.71,0.62
"NMF","fixed",Inf,1,"ambient",1,16,0.63,0.55,0.74
"NMF","fixed",Inf,1,"ambient",1,6,0.73,0.59,0.96
"NMF","fixed",Inf,1,"ambient",1,17,0.74,0.7,0.78
"NMF","fixed",Inf,1,"ambient",1,1,0.77,0.71,0.83
"NMF","fixed",Inf,1,"ambient",1,10,0.92,0.95,0.89
"NMF","fixed",Inf,1,"ambient",1,19,0.88,0.82,0.94
"NMF","fixed",Inf,1,"ambient",1,8,0.95,0.92,0.97
"NMF","fixed",Inf,1,"ambient",1,4,0.88,0.79,1
"NMF","fixed",Inf,1,"ambient",1,15,0.7,0.54,1
"NMF","fixed",Inf,1,"ambient",1,3,0.78,1,0.65
"NMF","fixed",Inf,1,"ambient",1,12,0.74,0.6,0.94
"NMF","fixed",Inf,1,"ambient",1,2,0.74,0.88,0.64
"NMF","fixed",Inf,1,"ambient",1,13,0.6,0.69,0.54
"NMF","fixed",Inf,1,"ambient",1,5,0.92,0.92,0.92
"NMF","fixed",Inf,1,"ambient",1,14,0.72,0.73,0.7
"NMF","fixed",Inf,2,"ambient",1,20,0.73,0.63,0.85
"NMF","fixed",Inf,2,"ambient",1,18,0.62,0.59,0.65
"NMF","fixed",Inf,2,"ambient",1,9,0.93,1,0.88
"NMF","fixed",Inf,2,"ambient",1,11,0.74,0.62,0.92
"NMF","fixed",Inf,2,"ambient",1,7,0.67,0.68,0.67
"NMF","fixed",Inf,2,"ambient",1,16,0.52,0.39,0.78
"NMF","fixed",Inf,2,"ambient",1,6,0.65,0.5,0.92
"NMF","fixed",Inf,2,"ambient",1,17,0.66,0.55,0.82
"NMF","fixed",Inf,2,"ambient",1,1,0.81,0.72,0.93
"NMF","fixed",Inf,2,"ambient",1,10,0.9,0.95,0.86
"NMF","fixed",Inf,2,"ambient",1,19,0.85,0.79,0.91
"NMF","fixed",Inf,2,"ambient",1,8,0.96,0.95,0.97
"NMF","fixed",Inf,2,"ambient",1,4,0.88,0.79,1
"NMF","fixed",Inf,2,"ambient",1,15,0.69,0.53,1
"NMF","fixed",Inf,2,"ambient",1,3,0.85,1,0.74
"NMF","fixed",Inf,2,"ambient",1,12,0.75,0.63,0.91
"NMF","fixed",Inf,2,"ambient",1,2,0.7,0.88,0.58
"NMF","fixed",Inf,2,"ambient",1,13,0.59,0.63,0.55
"NMF","fixed",Inf,2,"ambient",1,5,0.9,0.88,0.92
"NMF","fixed",Inf,2,"ambient",1,14,0.86,0.83,0.89
"NMF","fixed",Inf,3,"ambient",1,20,0.82,0.71,0.96
"NMF","fixed",Inf,3,"ambient",1,18,0.77,0.72,0.83
"NMF","fixed",Inf,3,"ambient",1,9,0.95,1,0.91
"NMF","fixed",Inf,3,"ambient",1,11,0.88,0.85,0.92
"NMF","fixed",Inf,3,"ambient",1,7,0.72,0.74,0.71
"NMF","fixed",Inf,3,"ambient",1,16,0.61,0.47,0.87
"NMF","fixed",Inf,3,"ambient",1,6,0.71,0.56,1
"NMF","fixed",Inf,3,"ambient",1,17,0.82,0.82,0.82
"NMF","fixed",Inf,3,"ambient",1,1,0.79,0.82,0.77
"NMF","fixed",Inf,3,"ambient",1,10,0.84,0.9,0.8
"NMF","fixed",Inf,3,"ambient",1,19,0.87,0.86,0.88
"NMF","fixed",Inf,3,"ambient",1,8,0.96,0.95,0.97
"NMF","fixed",Inf,3,"ambient",1,4,0.79,0.65,1
"NMF","fixed",Inf,3,"ambient",1,15,0.68,0.51,1
"NMF","fixed",Inf,3,"ambient",1,3,0.83,1,0.71
"NMF","fixed",Inf,3,"ambient",1,12,0.74,0.62,0.94
"NMF","fixed",Inf,3,"ambient",1,2,0.72,0.62,0.86
"NMF","fixed",Inf,3,"ambient",1,13,0.56,0.61,0.52
"NMF","fixed",Inf,3,"ambient",1,5,0.94,0.92,0.96
"NMF","fixed",Inf,3,"ambient",1,14,0.7,0.59,0.85
"NMF","fixed",Inf,4,"ambient",1,20,0.72,0.65,0.81
"NMF","fixed",Inf,4,"ambient",1,18,0.73,0.68,0.79
"NMF","fixed",Inf,4,"ambient",1,9,0.43,0.9,0.28
"NMF","fixed",Inf,4,"ambient",1,11,0.82,0.74,0.92
"NMF","fixed",Inf,4,"ambient",1,7,0.72,0.75,0.69
"NMF","fixed",Inf,4,"ambient",1,16,0.68,0.56,0.87
"NMF","fixed",Inf,4,"ambient",1,6,0.75,0.6,1
"NMF","fixed",Inf,4,"ambient",1,17,0.74,0.67,0.82
"NMF","fixed",Inf,4,"ambient",1,1,0.82,0.75,0.9
"NMF","fixed",Inf,4,"ambient",1,10,0.86,0.88,0.84
