"nmf_type","fixW","beta","addedCompW","noise","noise.lvl","Sample","F","P","R"
"NMFD","fixed",Inf,2,"ambient",1,17,0.79,0.84,0.74
"NMFD","fixed",Inf,2,"ambient",1,1,0.72,0.65,0.8
"NMFD","fixed",Inf,2,"ambient",1,10,0.83,0.97,0.73
"NMFD","fixed",Inf,2,"ambient",1,19,0.78,0.74,0.82
"NMFD","fixed",Inf,2,"ambient",1,8,0.9,0.86,0.95
"NMFD","fixed",Inf,2,"ambient",1,4,0.97,0.94,1
"NMFD","fixed",Inf,2,"ambient",1,15,1,1,1
"NMFD","fixed",Inf,2,"ambient",1,3,0.83,0.86,0.81
"NMFD","fixed",Inf,2,"ambient",1,12,0.74,0.66,0.85
"NMFD","fixed",Inf,2,"ambient",1,2,0.77,0.74,0.81
"NMFD","fixed",Inf,2,"ambient",1,13,0.62,0.77,0.52
"NMFD","fixed",Inf,2,"ambient",1,5,0.91,1,0.84
"NMFD","fixed",Inf,2,"ambient",1,14,0.8,0.79,0.81
"NMFD","fixed",Inf,3,"ambient",1,20,0.77,0.78,0.75
"NMFD","fixed",Inf,3,"ambient",1,18,0.78,0.83,0.73
"NMFD","fixed",Inf,3,"ambient",1,9,0.94,0.94,0.94
"NMFD","fixed",Inf,3,"ambient",1,11,0.85,0.81,0.88
"NMFD","fixed",Inf,3,"ambient",1,7,0.89,0.95,0.83
"NMFD","fixed",Inf,3,"ambient",1,16,0.6,0.58,0.61
"NMFD","fixed",Inf,3,"ambient",1,6,0.98,0.96,1
"NMFD","fixed",Inf,3,"ambient",1,17,0.8,0.9,0.72
"NMFD","fixed",Inf,3,"ambient",1,1,0.74,0.69,0.8
"NMFD","fixed",Inf,3,"ambient",1,10,0.79,0.86,0.73
"NMFD","fixed",Inf,3,"ambient",1,19,0.77,0.72,0.82
"NMFD","fixed",Inf,3,"ambient",1,8,0.91,0.88,0.95
"NMFD","fixed",Inf,3,"ambient",1,4,0.94,0.88,1
"NMFD","fixed",Inf,3,"ambient",1,15,1,1,1
"NMFD","fixed",Inf,3,"ambient",1,3,0.85,0.87,0.84
"NMFD","fixed",Inf,3,"ambient",1,12,0.75,0.68,0.82
"NMFD","fixed",Inf,3,"ambient",1,2,0.83,0.85,0.81
"NMFD","fixed",Inf,3,"ambient",1,13,0.66,0.81,0.56
"NMFD","fixed",Inf,3,"ambient",1,5,0.86,0.85,0.88
"NMFD","fixed",Inf,3,"ambient",1,14,0.83,0.95,0.74
"NMFD","fixed",Inf,4,"ambient",1,20,0.8,0.78,0.81
"NMFD","fixed",Inf,4,"ambient",1,18,0.77,0.84,0.71
"NMFD","fixed",Inf,4,"ambient",1,9,0.87,0.9,0.84
"NMFD","fixed",Inf,4,"ambient",1,11,0.86,0.85,0.88
"NMFD","fixed",Inf,4,"ambient",1,7,0.86,0.97,0.77
"NMFD","fixed",Inf,4,"ambient",1,16,0.62,0.64,0.61
"NMFD","fixed",Inf,4,"ambient",1,6,0.98,0.96,1
"NMFD","fixed",Inf,4,"ambient",1,17,0.78,0.88,0.7
"NMFD","fixed",Inf,4,"ambient",1,1,0.72,0.68,0.77
"NMFD","fixed",Inf,4,"ambient",1,10,0.8,0.89,0.73
"NMFD","fixed",Inf,4,"ambient",1,19,0.74,0.66,0.85
"NMFD","fixed",Inf,4,"ambient",1,8,0.85,0.8,0.92
"NMFD","fixed",Inf,4,"ambient",1,4,1,1,1
"NMFD","fixed",Inf,4,"ambient",1,15,0.98,1,0.96
"NMFD","fixed",Inf,4,"ambient",1,3,0.85,0.89,0.81
"NMFD","fixed",Inf,4,"ambient",1,12,0.83,0.81,0.85
"NMFD","fixed",Inf,4,"ambient",1,2,0.74,0.7,0.78
"NMFD","fixed",Inf,4,"ambient",1,13,0.64,0.76,0.55
"NMFD","fixed",Inf,4,"ambient",1,5,0.79,0.75,0.84
"NMFD","fixed",Inf,4,"ambient",1,14,0.79,0.76,0.81
"NMFD","fixed",Inf,5,"ambient",1,20,0.76,0.75,0.77
"NMFD","fixed",Inf,5,"ambient",1,18,0.8,0.83,0.77
"NMFD","fixed",Inf,5,"ambient",1,9,0.9,0.93,0.88
"NMFD","fixed",Inf,5,"ambient",1,11,0.86,0.85,0.88
"NMFD","fixed",Inf,5,"ambient",1,7,0.89,0.98,0.81
"NMFD","fixed",Inf,5,"ambient",1,16,0.64,0.67,0.61
"NMFD","fixed",Inf,5,"ambient",1,6,0.96,0.93,1
"NMFD","fixed",Inf,5,"ambient",1,17,0.8,0.86,0.74
"NMFD","fixed",Inf,5,"ambient",1,1,0.74,0.72,0.77
"NMFD","fixed",Inf,5,"ambient",1,10,0.78,0.84,0.73
"NMFD","fixed",Inf,5,"ambient",1,19,0.8,0.73,0.88
"NMFD","fixed",Inf,5,"ambient",1,8,0.9,0.88,0.92
"NMFD","fixed",Inf,5,"ambient",1,4,0.91,0.83,1
"NMFD","fixed",Inf,5,"ambient",1,15,0.98,1,0.96
"NMFD","fixed",Inf,5,"ambient",1,3,0.83,0.86,0.81
"NMFD","fixed",Inf,5,"ambient",1,12,0.78,0.74,0.82
"NMFD","fixed",Inf,5,"ambient",1,2,0.81,0.81,0.81
"NMFD","fixed",Inf,5,"ambient",1,13,0.66,0.81,0.56
"NMFD","fixed",Inf,5,"ambient",1,5,0.91,1,0.84
"NMFD","fixed",Inf,5,"ambient",1,14,0.78,0.78,0.78
"NMFD","semi",1,0,"ambient",1,20,0.78,0.75,0.81
"NMFD","semi",1,0,"ambient",1,18,0.76,0.79,0.73
"NMFD","semi",1,0,"ambient",1,9,0.92,0.94,0.91
"NMFD","semi",1,0,"ambient",1,11,0.86,0.85,0.88
"NMFD","semi",1,0,"ambient",1,7,0.87,0.93,0.81
"NMFD","semi",1,0,"ambient",1,16,0.6,0.58,0.61
"NMFD","semi",1,0,"ambient",1,6,1,1,1
"NMFD","semi",1,0,"ambient",1,17,0.8,0.86,0.74
"NMFD","semi",1,0,"ambient",1,1,0.75,0.71,0.8
"NMFD","semi",1,0,"ambient",1,10,0.74,0.76,0.73
"NMFD","semi",1,0,"ambient",1,19,0.78,0.72,0.85
"NMFD","semi",1,0,"ambient",1,8,0.89,0.85,0.92
"NMFD","semi",1,0,"ambient",1,4,0.97,0.94,1
"NMFD","semi",1,0,"ambient",1,15,1,1,1
"NMFD","semi",1,0,"ambient",1,3,0.82,0.83,0.81
"NMFD","semi",1,0,"ambient",1,12,0.75,0.71,0.79
"NMFD","semi",1,0,"ambient",1,2,0.75,0.72,0.78
"NMFD","semi",1,0,"ambient",1,13,0.64,0.79,0.54
"NMFD","semi",1,0,"ambient",1,5,0.85,0.79,0.92
"NMFD","semi",1,0,"ambient",1,14,0.84,0.91,0.78
"NMFD","semi",1,1,"ambient",1,20,0.74,0.74,0.74
"NMFD","semi",1,1,"ambient",1,18,0.78,0.83,0.73
"NMFD","semi",1,1,"ambient",1,9,0.9,0.96,0.84
"NMFD","semi",1,1,"ambient",1,11,0.81,0.76,0.88
"NMFD","semi",1,1,"ambient",1,7,0.86,0.91,0.81
"NMFD","semi",1,1,"ambient",1,16,0.71,0.79,0.65
"NMFD","semi",1,1,"ambient",1,6,1,1,1
"NMFD","semi",1,1,"ambient",1,17,0.79,0.88,0.72
"NMFD","semi",1,1,"ambient",1,1,0.73,0.7,0.77
"NMFD","semi",1,1,"ambient",1,10,0.81,0.91,0.73
"NMFD","semi",1,1,"ambient",1,19,0.78,0.72,0.85
"NMFD","semi",1,1,"ambient",1,8,0.91,0.88,0.95
"NMFD","semi",1,1,"ambient",1,4,1,1,1
"NMFD","semi",1,1,"ambient",1,15,1,1,1
"NMFD","semi",1,1,"ambient",1,3,0.83,0.86,0.81
"NMFD","semi",1,1,"ambient",1,12,0.69,0.61,0.79
"NMFD","semi",1,1,"ambient",1,2,0.76,0.74,0.78
"NMFD","semi",1,1,"ambient",1,13,0.66,0.81,0.56
"NMFD","semi",1,1,"ambient",1,5,0.82,0.83,0.8
"NMFD","semi",1,1,"ambient",1,14,0.75,0.72,0.78
"NMFD","semi",1,2,"ambient",1,20,0.75,0.78,0.72
"NMFD","semi",1,2,"ambient",1,18,0.77,0.81,0.73
"NMFD","semi",1,2,"ambient",1,9,0.86,0.96,0.78
"NMFD","semi",1,2,"ambient",1,11,0.9,0.92,0.88
"NMFD","semi",1,2,"ambient",1,7,0.88,0.95,0.81
"NMFD","semi",1,2,"ambient",1,16,0.62,0.64,0.61
"NMFD","semi",1,2,"ambient",1,6,0.98,0.96,1
"NMFD","semi",1,2,"ambient",1,17,0.78,0.86,0.72
"NMFD","semi",1,2,"ambient",1,1,0.73,0.67,0.8
"NMFD","semi",1,2,"ambient",1,10,0.81,0.94,0.7
"NMFD","semi",1,2,"ambient",1,19,0.77,0.71,0.85
"NMFD","semi",1,2,"ambient",1,8,0.89,0.84,0.95
"NMFD","semi",1,2,"ambient",1,4,0.94,0.88,1
"NMFD","semi",1,2,"ambient",1,15,0.94,1,0.89
"NMFD","semi",1,2,"ambient",1,3,0.84,0.84,0.84
"NMFD","semi",1,2,"ambient",1,12,0.72,0.66,0.79
"NMFD","semi",1,2,"ambient",1,2,0.77,0.76,0.78
"NMFD","semi",1,2,"ambient",1,13,0.66,0.81,0.56
"NMFD","semi",1,2,"ambient",1,5,0.88,0.91,0.84
"NMFD","semi",1,2,"ambient",1,14,0.8,0.87,0.74
"NMFD","semi",1,3,"ambient",1,20,0.76,0.75,0.77
"NMFD","semi",1,3,"ambient",1,18,0.76,0.82,0.71
"NMFD","semi",1,3,"ambient",1,9,0.88,0.96,0.81
"NMFD","semi",1,3,"ambient",1,11,0.9,0.92,0.88
"NMFD","semi",1,3,"ambient",1,7,0.86,0.95,0.79
"NMFD","semi",1,3,"ambient",1,16,0.64,0.67,0.61
"NMFD","semi",1,3,"ambient",1,6,0.98,0.96,1
"NMFD","semi",1,3,"ambient",1,17,0.79,0.88,0.72
"NMFD","semi",1,3,"ambient",1,1,0.72,0.68,0.77
"NMFD","semi",1,3,"ambient",1,10,0.8,0.89,0.73
"NMFD","semi",1,3,"ambient",1,19,0.77,0.72,0.82
"NMFD","semi",1,3,"ambient",1,8,0.92,0.9,0.95
"NMFD","semi",1,3,"ambient",1,4,1,1,1
"NMFD","semi",1,3,"ambient",1,15,0.96,1,0.93
"NMFD","semi",1,3,"ambient",1,3,0.87,0.9,0.84
"NMFD","semi",1,3,"ambient",1,12,0.81,0.75,0.88
"NMFD","semi",1,3,"ambient",1,2,0.75,0.72,0.78
"NMFD","semi",1,3,"ambient",1,13,0.67,0.82,0.56
"NMFD","semi",1,3,"ambient",1,5,0.91,1,0.84
"NMFD","semi",1,3,"ambient",1,14,0.78,0.83,0.74
"NMFD","semi",1,4,"ambient",1,20,0.75,0.74,0.75
"NMFD","semi",1,4,"ambient",1,18,0.78,0.83,0.73
"NMFD","semi",1,4,"ambient",1,9,0.87,0.93,0.81
"NMFD","semi",1,4,"ambient",1,11,0.86,0.85,0.88
"NMFD","semi",1,4,"ambient",1,7,0.85,0.93,0.79
"NMFD","semi",1,4,"ambient",1,16,0.67,0.74,0.61
"NMFD","semi",1,4,"ambient",1,6,0.96,0.93,1
"NMFD","semi",1,4,"ambient",1,17,0.76,0.83,0.7
"NMFD","semi",1,4,"ambient",1,1,0.76,0.73,0.8
"NMFD","semi",1,4,"ambient",1,10,0.84,0.94,0.75
"NMFD","semi",1,4,"ambient",1,19,0.76,0.7,0.82
"NMFD","semi",1,4,"ambient",1,8,0.91,0.9,0.92
"NMFD","semi",1,4,"ambient",1,4,0.97,0.94,1
"NMFD","semi",1,4,"ambient",1,15,0.94,1,0.89
"NMFD","semi",1,4,"ambient",1,3,0.82,0.83,0.81
"NMFD","semi",1,4,"ambient",1,12,0.77,0.71,0.85
"NMFD","semi",1,4,"ambient",1,2,0.81,0.85,0.78
"NMFD","semi",1,4,"ambient",1,13,0.66,0.81,0.56
"NMFD","semi",1,4,"ambient",1,5,0.83,0.87,0.8
"NMFD","semi",1,4,"ambient",1,14,0.81,0.84,0.78
"NMFD","semi",1,5,"ambient",1,20,0.75,0.72,0.77
"NMFD","semi",1,5,"ambient",1,18,0.76,0.79,0.73
"NMFD","semi",1,5,"ambient",1,9,0.86,0.96,0.78
"NMFD","semi",1,5,"ambient",1,11,0.92,0.96,0.88
"NMFD","semi",1,5,"ambient",1,7,0.85,0.97,0.75
"NMFD","semi",1,5,"ambient",1,16,0.64,0.67,0.61
"NMFD","semi",1,5,"ambient",1,6,0.96,0.93,1
"NMFD","semi",1,5,"ambient",1,17,0.77,0.84,0.72
"NMFD","semi",1,5,"ambient",1,1,0.74,0.69,0.8
"NMFD","semi",1,5,"ambient",1,10,0.75,0.79,0.7
"NMFD","semi",1,5,"ambient",1,19,0.74,0.69,0.79
"NMFD","semi",1,5,"ambient",1,8,0.9,0.86,0.95
"NMFD","semi",1,5,"ambient",1,4,1,1,1
"NMFD","semi",1,5,"ambient",1,15,1,1,1
"NMFD","semi",1,5,"ambient",1,3,0.88,0.96,0.81
"NMFD","semi",1,5,"ambient",1,12,0.71,0.71,0.71
"NMFD","semi",1,5,"ambient",1,2,0.74,0.7,0.78
"NMFD","semi",1,5,"ambient",1,13,0.66,0.82,0.55
"NMFD","semi",1,5,"ambient",1,5,0.79,0.7,0.92
"NMFD","semi",1,5,"ambient",1,14,0.72,0.73,0.7
"NMFD","semi",2,0,"ambient",1,20,0.71,0.68,0.75
"NMFD","semi",2,0,"ambient",1,18,0.76,0.8,0.71
"NMFD","semi",2,0,"ambient",1,9,0.94,0.97,0.91
"NMFD","semi",2,0,"ambient",1,11,0.9,0.92,0.88
"NMFD","semi",2,0,"ambient",1,7,0.86,0.95,0.79
"NMFD","semi",2,0,"ambient",1,16,0.68,0.67,0.7
"NMFD","semi",2,0,"ambient",1,6,0.98,0.96,1
"NMFD","semi",2,0,"ambient",1,17,0.77,0.85,0.7
"NMFD","semi",2,0,"ambient",1,1,0.74,0.69,0.8
"NMFD","semi",2,0,"ambient",1,10,0.81,0.91,0.73
"NMFD","semi",2,0,"ambient",1,19,0.77,0.71,0.85
"NMFD","semi",2,0,"ambient",1,8,0.91,0.86,0.97
"NMFD","semi",2,0,"ambient",1,4,1,1,1
"NMFD","semi",2,0,"ambient",1,15,0.96,1,0.93
"NMFD","semi",2,0,"ambient",1,3,0.76,0.71,0.81
"NMFD","semi",2,0,"ambient",1,12,0.76,0.7,0.82
"NMFD","semi",2,0,"ambient",1,2,0.77,0.76,0.78
"NMFD","semi",2,0,"ambient",1,13,0.64,0.78,0.55
"NMFD","semi",2,0,"ambient",1,5,0.72,0.61,0.88
"NMFD","semi",2,0,"ambient",1,14,0.75,0.77,0.74
"NMFD","semi",2,1,"ambient",1,20,0.76,0.72,0.79
"NMFD","semi",2,1,"ambient",1,18,0.79,0.83,0.75
"NMFD","semi",2,1,"ambient",1,9,0.89,0.93,0.84
"NMFD","semi",2,1,"ambient",1,11,0.85,0.81,0.88
"NMFD","semi",2,1,"ambient",1,7,0.84,0.9,0.79
"NMFD","semi",2,1,"ambient",1,16,0.61,0.58,0.65
"NMFD","semi",2,1,"ambient",1,6,0.98,0.96,1
"NMFD","semi",2,1,"ambient",1,17,0.76,0.8,0.72
"NMFD","semi",2,1,"ambient",1,1,0.73,0.7,0.77
"NMFD","semi",2,1,"ambient",1,10,0.81,0.94,0.7
"NMFD","semi",2,1,"ambient",1,19,0.82,0.77,0.88
"NMFD","semi",2,1,"ambient",1,8,0.9,0.84,0.97
"NMFD","semi",2,1,"ambient",1,4,0.97,0.94,1
"NMFD","semi",2,1,"ambient",1,15,1,1,1
"NMFD","semi",2,1,"ambient",1,3,0.83,0.86,0.81
"NMFD","semi",2,1,"ambient",1,12,0.73,0.68,0.79
"NMFD","semi",2,1,"ambient",1,2,0.83,0.85,0.81
"NMFD","semi",2,1,"ambient",1,13,0.64,0.76,0.55
"NMFD","semi",2,1,"ambient",1,5,0.92,0.96,0.88
"NMFD","semi",2,1,"ambient",1,14,0.8,0.87,0.74
"NMFD","semi",2,2,"ambient",1,20,0.74,0.71,0.77
"NMFD","semi",2,2,"ambient",1,18,0.78,0.83,0.73
"NMFD","semi",2,2,"ambient",1,9,0.9,0.96,0.84
"NMFD","semi",2,2,"ambient",1,11,0.88,0.88,0.88
"NMFD","semi",2,2,"ambient",1,7,0.87,0.93,0.81
"NMFD","semi",2,2,"ambient",1,16,0.67,0.64,0.7
"NMFD","semi",2,2,"ambient",1,6,0.96,0.93,1
"NMFD","semi",2,2,"ambient",1,17,0.76,0.83,0.7
"NMFD","semi",2,2,"ambient",1,1,0.73,0.67,0.8
"NMFD","semi",2,2,"ambient",1,10,0.78,0.89,0.7
"NMFD","semi",2,2,"ambient",1,19,0.81,0.8,0.82
"NMFD","semi",2,2,"ambient",1,8,0.89,0.85,0.92
"NMFD","semi",2,2,"ambient",1,4,0.97,0.94,1
"NMFD","semi",2,2,"ambient",1,15,1,1,1
"NMFD","semi",2,2,"ambient",1,3,0.79,0.78,0.81
"NMFD","semi",2,2,"ambient",1,12,0.84,0.83,0.85
"NMFD","semi",2,2,"ambient",1,2,0.79,0.78,0.81
"NMFD","semi",2,2,"ambient",1,13,0.65,0.81,0.54
"NMFD","semi",2,2,"ambient",1,5,0.87,0.95,0.8
"NMFD","semi",2,2,"ambient",1,14,0.77,0.8,0.74
"NMFD","semi",2,3,"ambient",1,20,0.78,0.76,0.79
"NMFD","semi",2,3,"ambient",1,18,0.76,0.82,0.71
"NMFD","semi",2,3,"ambient",1,9,0.94,0.94,0.94
"NMFD","semi",2,3,"ambient",1,11,0.9,0.92,0.88
"NMFD","semi",2,3,"ambient",1,7,0.87,0.93,0.81
"NMFD","semi",2,3,"ambient",1,16,0.57,0.57,0.57
"NMFD","semi",2,3,"ambient",1,6,1,1,1
"NMFD","semi",2,3,"ambient",1,17,0.77,0.85,0.7
"NMFD","semi",2,3,"ambient",1,1,0.72,0.65,0.8
"NMFD","semi",2,3,"ambient",1,10,0.78,0.84,0.73
"NMFD","semi",2,3,"ambient",1,19,0.7,0.61,0.82
"NMFD","semi",2,3,"ambient",1,8,0.89,0.85,0.92
"NMFD","semi",2,3,"ambient",1,4,0.97,0.94,1
"NMFD","semi",2,3,"ambient",1,15,1,1,1
"NMFD","semi",2,3,"ambient",1,3,0.77,0.74,0.81
"NMFD","semi",2,3,"ambient",1,12,0.83,0.81,0.85
"NMFD","semi",2,3,"ambient",1,2,0.76,0.74,0.78
"NMFD","semi",2,3,"ambient",1,13,0.65,0.75,0.57
"NMFD","semi",2,3,"ambient",1,5,0.92,0.92,0.92
"NMFD","semi",2,3,"ambient",1,14,0.8,0.87,0.74
"NMFD","semi",2,4,"ambient",1,20,0.77,0.78,0.75
"NMFD","semi",2,4,"ambient",1,18,0.78,0.83,0.73
"NMFD","semi",2,4,"ambient",1,9,0.9,0.96,0.84
"NMFD","semi",2,4,"ambient",1,11,0.86,0.85,0.88
"NMFD","semi",2,4,"ambient",1,7,0.84,0.9,0.79
"NMFD","semi",2,4,"ambient",1,16,0.62,0.6,0.65
"NMFD","semi",2,4,"ambient",1,6,0.98,0.96,1
"NMFD","semi",2,4,"ambient",1,17,0.8,0.86,0.74
"NMFD","semi",2,4,"ambient",1,1,0.75,0.71,0.8
"NMFD","semi",2,4,"ambient",1,10,0.74,0.78,0.7
"NMFD","semi",2,4,"ambient",1,19,0.79,0.74,0.85
"NMFD","semi",2,4,"ambient",1,8,0.94,0.9,0.97
"NMFD","semi",2,4,"ambient",1,4,1,1,1
"NMFD","semi",2,4,"ambient",1,15,1,1,1
"NMFD","semi",2,4,"ambient",1,3,0.81,0.81,0.81
"NMFD","semi",2,4,"ambient",1,12,0.73,0.68,0.79
"NMFD","semi",2,4,"ambient",1,2,0.77,0.76,0.78
"NMFD","semi",2,4,"ambient",1,13,0.65,0.77,0.56
"NMFD","semi",2,4,"ambient",1,5,0.88,0.91,0.84
"NMFD","semi",2,4,"ambient",1,14,0.81,0.84,0.78
"NMFD","semi",2,5,"ambient",1,20,0.74,0.73,0.75
"NMFD","semi",2,5,"ambient",1,18,0.78,0.84,0.73
"NMFD","semi",2,5,"ambient",1,9,0.88,0.96,0.81
"NMFD","semi",2,5,"ambient",1,11,0.88,0.88,0.88
"NMFD","semi",2,5,"ambient",1,7,0.8,0.78,0.81
"NMFD","semi",2,5,"ambient",1,16,0.7,0.7,0.7
"NMFD","semi",2,5,"ambient",1,6,1,1,1
"NMFD","semi",2,5,"ambient",1,17,0.76,0.87,0.68
"NMFD","semi",2,5,"ambient",1,1,0.75,0.71,0.8
"NMFD","semi",2,5,"ambient",1,10,0.78,0.86,0.7
"NMFD","semi",2,5,"ambient",1,19,0.77,0.71,0.85
"NMFD","semi",2,5,"ambient",1,8,0.89,0.84,0.95
"NMFD","semi",2,5,"ambient",1,4,0.94,0.88,1
"NMFD","semi",2,5,"ambient",1,15,1,1,1
"NMFD","semi",2,5,"ambient",1,3,0.86,0.93,0.81
"NMFD","semi",2,5,"ambient",1,12,0.83,0.81,0.85
"NMFD","semi",2,5,"ambient",1,2,0.76,0.74,0.78
"NMFD","semi",2,5,"ambient",1,13,0.65,0.77,0.56
"NMFD","semi",2,5,"ambient",1,5,0.83,0.79,0.88
"NMFD","semi",2,5,"ambient",1,14,0.82,0.91,0.74
"NMFD","semi",3,0,"ambient",1,20,0.73,0.71,0.75
"NMFD","semi",3,0,"ambient",1,18,0.78,0.81,0.75
"NMFD","semi",3,0,"ambient",1,9,0.88,0.96,0.81
"NMFD","semi",3,0,"ambient",1,11,0.88,0.88,0.88
"NMFD","semi",3,0,"ambient",1,7,0.84,0.92,0.77
"NMFD","semi",3,0,"ambient",1,16,0.64,0.62,0.65
"NMFD","semi",3,0,"ambient",1,6,0.98,0.96,1
"NMFD","semi",3,0,"ambient",1,17,0.79,0.9,0.7
"NMFD","semi",3,0,"ambient",1,1,0.71,0.63,0.8
"NMFD","semi",3,0,"ambient",1,10,0.78,0.89,0.7
"NMFD","semi",3,0,"ambient",1,19,0.82,0.77,0.88
"NMFD","semi",3,0,"ambient",1,8,0.85,0.8,0.92
"NMFD","semi",3,0,"ambient",1,4,1,1,1
"NMFD","semi",3,0,"ambient",1,15,1,1,1
"NMFD","semi",3,0,"ambient",1,3,0.88,0.93,0.84
"NMFD","semi",3,0,"ambient",1,12,0.79,0.76,0.82
"NMFD","semi",3,0,"ambient",1,2,0.8,0.77,0.83
"NMFD","semi",3,0,"ambient",1,13,0.65,0.75,0.57
"NMFD","semi",3,0,"ambient",1,5,0.92,0.96,0.88
"NMFD","semi",3,0,"ambient",1,14,0.73,0.76,0.7
"NMFD","semi",3,1,"ambient",1,20,0.71,0.66,0.77
"NMFD","semi",3,1,"ambient",1,18,0.78,0.86,0.71
"NMFD","semi",3,1,"ambient",1,9,0.94,0.97,0.91
"NMFD","semi",3,1,"ambient",1,11,0.9,0.92,0.88
"NMFD","semi",3,1,"ambient",1,7,0.87,0.97,0.79
"NMFD","semi",3,1,"ambient",1,16,0.58,0.59,0.57
"NMFD","semi",3,1,"ambient",1,6,0.88,0.78,1
"NMFD","semi",3,1,"ambient",1,17,0.78,0.88,0.7
"NMFD","semi",3,1,"ambient",1,1,0.75,0.71,0.8
"NMFD","semi",3,1,"ambient",1,10,0.76,0.8,0.73
"NMFD","semi",3,1,"ambient",1,19,0.81,0.76,0.85
"NMFD","semi",3,1,"ambient",1,8,0.86,0.81,0.92
"NMFD","semi",3,1,"ambient",1,4,0.91,0.83,1
"NMFD","semi",3,1,"ambient",1,15,0.96,1,0.93
"NMFD","semi",3,1,"ambient",1,3,0.82,0.83,0.81
"NMFD","semi",3,1,"ambient",1,12,0.81,0.76,0.85
"NMFD","semi",3,1,"ambient",1,2,0.79,0.8,0.78
"NMFD","semi",3,1,"ambient",1,13,0.66,0.81,0.56
"NMFD","semi",3,1,"ambient",1,5,0.89,0.95,0.84
"NMFD","semi",3,1,"ambient",1,14,0.79,0.81,0.78
"NMFD","semi",3,2,"ambient",1,20,0.75,0.73,0.77
"NMFD","semi",3,2,"ambient",1,18,0.78,0.84,0.73
"NMFD","semi",3,2,"ambient",1,9,0.94,0.97,0.91
"NMFD","semi",3,2,"ambient",1,11,0.88,0.88,0.88
"NMFD","semi",3,2,"ambient",1,7,0.89,0.98,0.81
"NMFD","semi",3,2,"ambient",1,16,0.57,0.54,0.61
"NMFD","semi",3,2,"ambient",1,6,0.96,0.93,1
"NMFD","semi",3,2,"ambient",1,17,0.79,0.88,0.72
"NMFD","semi",3,2,"ambient",1,1,0.72,0.65,0.8
"NMFD","semi",3,2,"ambient",1,10,0.84,0.92,0.77
"NMFD","semi",3,2,"ambient",1,19,0.78,0.72,0.85
"NMFD","semi",3,2,"ambient",1,8,0.96,0.95,0.97
"NMFD","semi",3,2,"ambient",1,4,1,1,1
"NMFD","semi",3,2,"ambient",1,15,1,1,1
"NMFD","semi",3,2,"ambient",1,3,0.83,0.86,0.81
"NMFD","semi",3,2,"ambient",1,12,0.75,0.68,0.82
"NMFD","semi",3,2,"ambient",1,2,0.75,0.71,0.81
"NMFD","semi",3,2,"ambient",1,13,0.66,0.78,0.57
"NMFD","semi",3,2,"ambient",1,5,0.9,0.92,0.88
"NMFD","semi",3,2,"ambient",1,14,0.75,0.79,0.7
"NMFD","semi",3,3,"ambient",1,20,0.77,0.76,0.77
"NMFD","semi",3,3,"ambient",1,18,0.8,0.85,0.75
"NMFD","semi",3,3,"ambient",1,9,0.92,0.94,0.91
"NMFD","semi",3,3,"ambient",1,11,0.85,0.81,0.88
"NMFD","semi",3,3,"ambient",1,7,0.89,0.98,0.81
"NMFD","semi",3,3,"ambient",1,16,0.62,0.64,0.61
"NMFD","semi",3,3,"ambient",1,6,0.96,0.93,1
"NMFD","semi",3,3,"ambient",1,17,0.76,0.83,0.7
"NMFD","semi",3,3,"ambient",1,1,0.73,0.67,0.8
"NMFD","semi",3,3,"ambient",1,10,0.82,0.94,0.73
"NMFD","semi",3,3,"ambient",1,19,0.77,0.68,0.88
"NMFD","semi",3,3,"ambient",1,8,0.9,0.88,0.92
"NMFD","semi",3,3,"ambient",1,4,1,1,1
"NMFD","semi",3,3,"ambient",1,15,1,1,1
"NMFD","semi",3,3,"ambient",1,3,0.81,0.81,0.81
"NMFD","semi",3,3,"ambient",1,12,0.84,0.83,0.85
"NMFD","semi",3,3,"ambient",1,2,0.75,0.72,0.78
"NMFD","semi",3,3,"ambient",1,13,0.65,0.8,0.55
"NMFD","semi",3,3,"ambient",1,5,0.94,0.96,0.92
"NMFD","semi",3,3,"ambient",1,14,0.82,0.88,0.78
"NMFD","semi",3,4,"ambient",1,20,0.79,0.8,0.77
"NMFD","semi",3,4,"ambient",1,18,0.78,0.83,0.73
"NMFD","semi",3,4,"ambient",1,9,0.94,0.97,0.91
"NMFD","semi",3,4,"ambient",1,11,0.85,0.81,0.88
"NMFD","semi",3,4,"ambient",1,7,0.89,0.98,0.81
"NMFD","semi",3,4,"ambient",1,16,0.63,0.57,0.7
"NMFD","semi",3,4,"ambient",1,6,0.98,0.96,1
"NMFD","semi",3,4,"ambient",1,17,0.79,0.9,0.7
"NMFD","semi",3,4,"ambient",1,1,0.73,0.67,0.8
"NMFD","semi",3,4,"ambient",1,10,0.77,0.84,0.7
"NMFD","semi",3,4,"ambient",1,19,0.76,0.7,0.82
"NMFD","semi",3,4,"ambient",1,8,0.88,0.8,0.97
"NMFD","semi",3,4,"ambient",1,4,1,1,1
"NMFD","semi",3,4,"ambient",1,15,0.96,1,0.93
"NMFD","semi",3,4,"ambient",1,3,0.85,0.89,0.81
"NMFD","semi",3,4,"ambient",1,12,0.76,0.69,0.85
"NMFD","semi",3,4,"ambient",1,2,0.77,0.74,0.81
"NMFD","semi",3,4,"ambient",1,13,0.64,0.79,0.54
